seed,steps,bool
0,102,1
1,97,0
2,206,0
3,86,1
4,146,1
5,204,1
6,177,1
7,157,0
8,75,0
9,100,1
10,172,0
11,187,1
12,224,0
13,331,0
14,298,1
15,173,0
16,222,1
17,89,0
18,237,0
19,119,1
20,258,1
21,66,0
22,256,0
23,185,1
24,212,1
25,201,0
26,103,0
27,147,0
28,305,0
29,215,1
30,167,1
31,196,0
32,207,0
33,63,0
34,275,0
35,159,0
36,187,1
37,238,1
38,111,0
39,164,1
40,61,0
41,217,0
42,153,0
43,292,0
44,282,0
45,69,0
46,107,0
47,208,0
48,214,0
49,39,1
50,202,1
51,62,0
52,221,1
53,192,0
54,194,1
55,275,1
56,169,0
57,202,0
58,220,0
59,266,0
60,200,0
61,242,0
62,175,0
63,112,0
64,189,1
65,74,0
66,111,1
67,190,0
68,66,0
69,149,1
70,183,0
71,95,0
72,104,0
73,60,0
74,116,1
75,219,1
76,55,0
77,57,0
78,219,1
79,117,1
80,220,1
81,186,0
82,39,1
83,317,1
84,160,0
85,148,0
86,78,0
87,196,1
88,45,0
89,137,1
90,129,1
91,244,0
92,92,0
93,299,0
94,233,1
95,204,0
96,191,1
97,237,1
98,214,0
99,135,0
100,32,0
101,204,1
102,172,0
103,42,0
104,202,1
105,110,1
106,64,0
107,60,1
108,234,0
109,81,0
110,117,0
111,88,0
112,47,0
113,84,0
114,59,1
115,168,0
116,236,0
117,98,1
118,264,1
119,253,1
120,178,0
121,257,0
122,152,0
123,265,0
124,46,0
125,198,1
126,198,0
127,155,0
128,110,0
129,203,1
130,82,0
131,260,0
132,105,0
133,166,0
134,254,0
135,172,0
136,177,1
137,279,1
138,157,1
139,267,0
140,212,1
141,286,0
142,221,0
143,93,0
144,130,1
145,65,1
146,205,1
147,148,0
148,198,0
149,63,0
150,225,0
151,226,0
152,34,1
153,191,0
154,120,0
155,257,1
156,187,0
157,78,0
158,196,1
159,205,1
160,67,1
161,212,0
162,198,1
163,220,1
164,289,1
165,226,0
166,250,1
167,110,1
168,215,0
169,204,1
170,178,0
171,121,0
172,212,1
173,266,0
174,136,0
175,57,0
176,178,0
177,129,0
178,93,1
179,159,0
180,320,1
181,143,0
182,204,1
183,174,0
184,83,0
185,248,1
186,252,1
187,332,0
188,71,0
189,159,0
190,297,1
191,129,0
192,157,1
193,27,0
194,62,1
195,209,0
196,220,0
197,244,0
198,157,0
199,244,0
200,176,0
201,282,1
202,109,0
203,160,1
204,224,1
205,126,0
206,259,1
207,112,0
208,156,1
209,95,0
210,40,1
211,118,0
212,285,1
213,106,0
214,172,0
215,185,1
216,142,1
217,214,1
218,207,0
219,208,0
220,287,0
221,147,1
222,138,0
223,310,0
224,154,0
225,301,1
226,177,0
227,171,1
228,148,1
229,82,0
230,170,1
231,168,0
232,208,1
233,336,0
234,193,1
235,158,0
236,280,0
237,167,0
238,60,0
239,226,1
240,235,1
241,143,0
242,174,1
243,292,1
244,240,0
245,194,0
246,71,0
247,182,1
248,108,0
249,194,0
250,139,0
251,217,1
252,54,0
253,81,1
254,222,1
255,172,1
256,39,0
257,154,1
258,93,0
259,102,1
260,146,1
261,210,0
262,199,0
263,63,1
264,134,0
265,183,0
266,57,0
267,115,1
268,36,1
269,112,1
270,163,0
271,317,1
272,288,0
273,286,0
274,114,0
275,84,1
276,170,1
277,213,0
278,121,1
279,173,0
280,233,1
281,170,0
282,202,1
283,247,0
284,90,0
285,225,1
286,156,1
287,37,0
288,115,1
289,247,0
290,206,0
291,246,1
292,95,0
293,60,0
294,206,0
295,84,0
296,89,1
297,198,0
298,49,0
299,162,0
300,123,1
301,162,0
302,198,1
303,109,0
304,180,0
305,195,1
306,183,1
307,297,1
308,290,1
309,193,0
310,192,0
311,66,0
312,228,1
313,160,0
314,38,1
315,188,1
316,197,1
317,88,1
318,212,0
319,146,1
320,147,0
321,106,1
322,198,1
323,85,0
324,37,1
325,178,1
326,288,0
327,95,0
328,250,1
329,376,1
330,76,0
